model,perturbation,real_delta_norm,pred_delta_norm,norm_ratio,abs_ratio,top20_sign,top20_recall
Evoformer,DDX41,9.336174,8.739507,0.9360908,0.9552494,1.0,0.4
Evoformer,DDX5,3.34866,2.741087,0.8185623,0.7967697,1.0,0.5
Evoformer,DDX51,6.226855,6.236007,1.0014699,0.9913496,1.0,0.75
Evoformer,DDX52,5.7141747,5.6060796,0.981083,0.9759768,1.0,0.75
Evoformer,DDX55,4.8562913,5.0790963,1.0458797,1.0285177,1.0,0.8
Evoformer,DDX56,6.1588254,5.856768,0.9509554,0.9144735,1.0,0.75
Evoformer,DDX6,3.8481112,3.1884093,0.82856476,0.78156483,0.95,0.4
Evoformer,DENR,3.1842046,2.4993598,0.7849244,0.70307034,1.0,0.55
Evoformer,DERL2,6.0515347,6.1013,1.0082235,0.97908705,1.0,0.65
Evoformer,DESI1,3.0056095,2.1028733,0.6996496,0.6735565,0.95,0.35
Evoformer,DHODH,2.363267,1.4033697,0.5938261,0.48433942,1.0,0.45
Evoformer,DHPS,3.0285144,2.1032379,0.6944784,0.6210796,1.0,0.35
Evoformer,DHX15,8.725341,8.522786,0.9767855,0.99079937,1.0,0.5
Evoformer,DHX16,6.6263657,5.877247,0.88694876,0.9168134,0.95,0.35
Evoformer,DHX29,3.2288492,2.2980058,0.7117105,0.65734446,0.95,0.45
Evoformer,DHX33,4.7829804,4.3085885,0.9008167,0.7834844,1.0,0.7
Evoformer,DHX36,3.3098216,2.2174885,0.66997224,0.58643705,1.0,0.35
Evoformer,DHX37,2.1984859,1.8752005,0.85295093,0.75325435,1.0,0.7
Evoformer,DIMT1,6.071774,5.9442363,0.97899497,0.97001445,1.0,0.85
Evoformer,DKC1,5.6854362,5.2031646,0.9151742,0.8529467,1.0,0.7
Evoformer,DLD,5.6660757,5.46138,0.96387345,0.96127784,1.0,0.5
Evoformer,DNAJA1,2.5109007,1.5642091,0.6229673,0.5333057,0.85,0.2
Evoformer,DNAJA3,5.0829577,4.896206,0.9632592,0.8665444,1.0,0.55
Evoformer,DNAJC17,6.8240933,6.49105,0.9511959,0.97126096,1.0,0.55
Evoformer,DNAJC19,2.173951,1.2636372,0.581263,0.49754366,0.9,0.3
Evoformer,DNAJC8,2.0071287,1.2654796,0.6304925,0.5684702,0.95,0.3
Evoformer,DNM1L,2.7501824,1.6577579,0.60278106,0.52905566,1.0,0.45
Evoformer,DNMT1,3.5638652,2.860332,0.80259264,0.76175237,0.95,0.55
Evoformer,DNTTIP2,8.789092,8.602389,0.97875744,0.97103107,1.0,0.75
Evoformer,DOHH,2.7394986,1.9197577,0.7007697,0.6604664,1.0,0.35
Evoformer,DOLK,2.175398,1.4510909,0.6670461,0.58178115,0.95,0.2
Evoformer,DPH2,3.0292106,2.0806608,0.6868657,0.63255376,1.0,0.65
Evoformer,DPH3,2.542153,1.5586022,0.6131033,0.5221762,1.0,0.4
Evoformer,DPH6,2.3699737,1.5034628,0.63437957,0.55608517,1.0,0.2
Evoformer,DRAP1,2.8901916,1.7665777,0.61123204,0.53647065,0.9,0.35
Evoformer,DRG1,2.9887686,1.9589545,0.65543866,0.5799865,0.95,0.45
Evoformer,DSTYK,2.2476566,1.6548201,0.7362424,0.65489304,0.95,0.6
Evoformer,DTL,4.6849647,4.442134,0.9481681,0.8819239,1.0,0.8
Evoformer,DYNC1I2,3.2085574,2.62735,0.81885713,0.7285286,1.0,0.55
Evoformer,DYNLL1,3.6582983,2.916705,0.7972846,0.748482,1.0,0.75
Evoformer,DYNLL2,1.9396892,1.1705253,0.60346025,0.5351391,0.85,0.2
Evoformer,E2F6,2.3637023,1.6349859,0.6917055,0.62704647,0.95,0.35
Evoformer,E4F1,4.478256,4.2920995,0.95843095,0.91304666,1.0,0.8
Evoformer,EARS2,3.1516628,2.5382679,0.8053742,0.7166914,1.0,0.5
Evoformer,EBNA1BP2,7.620724,7.5631943,0.99245083,0.9840497,1.0,0.7
Evoformer,ECD,3.6316247,2.879566,0.792914,0.6982888,1.0,0.65
Evoformer,EDC4,2.9694228,2.4293826,0.81813294,0.7819703,1.0,0.5
Evoformer,EFR3A,2.15342,1.4162716,0.6576848,0.58598816,1.0,0.4
Evoformer,EFTUD2,8.536459,8.269981,0.9687836,0.9521433,1.0,0.65
Evoformer,EHMT2,2.188402,1.3622463,0.6224845,0.6033008,1.0,0.55
Evoformer,EIF1,3.4783504,2.0507553,0.58957696,0.6337758,1.0,0.5
Evoformer,EIF1AD,2.9545603,1.9991939,0.6766468,0.60763556,1.0,0.45
Evoformer,EIF1AX,2.248862,1.7770035,0.790179,0.7157819,1.0,0.5
Evoformer,EIF2B1,5.1871805,5.3138876,1.0244269,1.0108938,1.0,0.7
Evoformer,EIF2B2,8.4871855,8.537749,1.0059577,1.0199194,1.0,0.65
Evoformer,EIF2B3,10.369284,10.334246,0.99662095,1.0028555,1.0,0.65
Evoformer,EIF2B4,8.467552,8.258224,0.97527874,0.96174127,1.0,0.7
Evoformer,EIF2B5,8.884261,8.901551,1.0019461,1.0138868,1.0,0.6
Evoformer,EIF2S1,12.378584,11.707459,0.94578344,0.954791,1.0,0.6
Evoformer,EIF2S2,6.6984277,6.7122407,1.0020621,0.98922616,1.0,0.7
Evoformer,EIF2S3,11.641071,11.212463,0.9631814,0.9658635,1.0,0.65
Evoformer,EIF3A,8.275316,8.229988,0.9945225,0.9923311,1.0,0.6
Evoformer,EIF3B,9.4233885,9.110491,0.9667956,0.9927956,1.0,0.5
Evoformer,EIF3I,10.052192,9.570101,0.9520412,0.9860908,1.0,0.4
Evoformer,EIF3J,4.4979653,4.0640106,0.903522,0.81230325,1.0,0.7
Evoformer,EIF3L,3.5939815,3.0129259,0.8383254,0.7501432,1.0,0.7
Evoformer,EIF4A1,5.2771745,4.8129306,0.91202796,0.84173083,1.0,0.6
Evoformer,EIF4A3,6.512128,6.325743,0.97137886,0.96209145,1.0,0.7
Evoformer,EIF4B,2.4003375,1.6623722,0.6925577,0.80306375,0.9,0.25
Evoformer,EIF4E,6.390708,6.370175,0.996787,0.9397395,1.0,0.75
Evoformer,EIF4G1,4.593125,3.9871643,0.8680723,0.7954572,1.0,0.65
Evoformer,EIF4G2,3.375603,2.344963,0.69467974,0.64951146,0.9,0.35
Evoformer,EIF4H,2.4194953,1.459159,0.603084,0.5051044,0.95,0.3
Evoformer,EIF5A,5.919408,5.291288,0.89388806,0.89931995,1.0,0.5
Evoformer,EIF6,4.9383116,4.5904884,0.9295664,0.94768256,1.0,0.85
Evoformer,ELAC2,2.7348154,1.7472368,0.6388866,0.6114835,0.95,0.45
Evoformer,ELL,2.2000709,1.9423711,0.8828675,0.81903535,1.0,0.45
Evoformer,ELOB,4.377112,3.9520876,0.9028985,0.84497786,1.0,0.7
Evoformer,ELOF1,4.1423845,3.4235754,0.82647455,0.773497,1.0,0.65
Evoformer,ELOVL1,2.2223108,1.3124498,0.59057885,0.5323935,0.95,0.35
Evoformer,ELP3,3.378304,3.1936963,0.9453549,0.8570099,1.0,0.7
Evoformer,ELP5,4.6455517,4.320037,0.9299298,0.8562197,1.0,0.6
Evoformer,ELP6,4.0123744,3.3951256,0.8461637,0.74208635,1.0,0.7
Evoformer,EMC1,2.4193075,1.7601978,0.72756267,0.6734446,0.95,0.25
Evoformer,EMC4,2.437789,1.639344,0.67247164,0.62098086,1.0,0.35
Evoformer,EMC7,1.8855808,1.3048114,0.6919944,0.5979159,1.0,0.5
Evoformer,ENO1,3.7539685,1.720569,0.45833337,0.5960761,0.9,0.15
Evoformer,ENY2,3.7661629,3.1797588,0.8442967,0.7839754,1.0,0.5
Evoformer,EPRS,8.020528,7.5613832,0.9427538,0.95183164,1.0,0.55
Evoformer,ERAL1,2.6776297,1.6466178,0.6149535,0.54723316,1.0,0.35
Evoformer,ERCC2,3.1335201,2.40849,0.7686212,0.69718564,1.0,0.4
Evoformer,ERCC3,2.6223364,1.5310303,0.58384204,0.50970644,1.0,0.25
Evoformer,ESF1,2.0494776,1.7205912,0.8395267,0.7420435,1.0,0.75
Evoformer,ETF1,7.3671837,7.31721,0.99321675,0.97052133,1.0,0.65
Evoformer,EXOC1,3.1260848,2.232561,0.71417165,0.60680264,1.0,0.6
Evoformer,EXOC2,2.657122,1.8150371,0.6830839,0.5879827,1.0,0.45
Evoformer,EXOC3,2.4618266,1.3339292,0.5418453,0.45370424,0.95,0.2
Evoformer,EXOC4,2.7608297,1.9292858,0.6988065,0.62971985,1.0,0.35
Evoformer,EXOC5,2.3660939,1.436992,0.60732675,0.5302728,0.95,0.4
Evoformer,EXOC7,4.175134,3.695581,0.88514066,0.8268402,1.0,0.55
Evoformer,EXOSC1,3.0946605,2.081448,0.67259336,0.5693011,1.0,0.55
Evoformer,EXOSC2,6.9079905,6.732583,0.97460806,1.0074835,1.0,0.65
Evoformer,EXOSC3,6.6064954,6.303184,0.9540889,0.97362036,1.0,0.65
Evoformer,EXOSC4,5.9816217,5.7701635,0.96464866,0.99152416,1.0,0.6
Evoformer,EXOSC5,5.4263563,5.222575,0.96244603,0.9667959,1.0,0.7
Evoformer,EXOSC7,5.1486316,4.498083,0.8736463,0.8330759,1.0,0.7
Evoformer,EXOSC8,6.4859405,6.1553807,0.9490344,0.9629557,1.0,0.65
Evoformer,EXOSC9,6.8737555,6.5748653,0.9565172,0.95887583,1.0,0.6
Evoformer,F8A1,2.7412355,1.545148,0.5636685,0.47999606,0.95,0.15
Evoformer,FAM136A,2.375647,2.2683702,0.9548431,0.9082488,1.0,0.55
Evoformer,FAM207A,2.0909448,1.3281381,0.63518566,0.5583643,0.9,0.5
Evoformer,FAM32A,5.2166467,4.76461,0.91334724,0.91122377,0.95,0.5
Evoformer,FARSA,8.538658,8.294827,0.9714439,0.9703835,1.0,0.6
Evoformer,FASN,3.9478066,3.0738688,0.778627,0.74109036,1.0,0.3
Evoformer,FASTKD5,3.1744921,1.7657046,0.5562164,0.5931115,0.75,0.45
Evoformer,FAU,7.7815843,7.629318,0.9804325,0.97222745,1.0,0.75
Evoformer,FBLIM1,1.9699409,1.098832,0.55779946,0.4753639,0.85,0.3
Evoformer,FBXO42,1.1680579,0.7662521,0.6560052,0.5904868,0.95,0.35
Evoformer,FCF1,4.8941092,4.6691923,0.9540433,0.9102022,1.0,0.75
Evoformer,FDPS,3.7725618,2.8085356,0.74446374,0.6824486,1.0,0.4
Evoformer,FDXR,2.739523,1.5058124,0.5496623,0.48899117,0.9,0.35
Evoformer,FGFR1OP,3.168161,1.9870623,0.6271974,0.5470046,0.95,0.25
Evoformer,FKBP9,2.7177906,2.197018,0.8083838,0.7717113,1.0,0.5
Evoformer,FNBP4,2.0572915,1.40539,0.68312633,0.6268223,1.0,0.5
Evoformer,FNTA,3.4954355,3.0659077,0.8771175,0.8759863,1.0,0.5
Evoformer,FOXO1,2.6301427,1.5227829,0.5789735,0.541849,0.9,0.15
Evoformer,FXN,3.3234987,2.4508784,0.7374392,0.70440257,1.0,0.35
Evoformer,GABPA,2.6278942,1.8340952,0.69793344,0.6175797,1.0,0.7
Evoformer,GABPB1,5.4189506,4.665388,0.8609394,0.8090205,0.9,0.7
Evoformer,GAR1,3.8595247,3.4693842,0.8989149,0.82791144,1.0,0.65
Evoformer,GART,2.53936,1.7919452,0.70566803,0.63085544,1.0,0.2
Evoformer,GCLC,2.1595564,1.3211133,0.6117522,0.54978734,0.9,0.3
Evoformer,GEMIN4,3.8883557,3.086201,0.7937033,0.73239696,1.0,0.25
Evoformer,GEMIN5,6.0335474,5.6342645,0.9338229,0.93323386,1.0,0.35
Evoformer,GFER,3.3071334,2.7913365,0.844035,0.75302416,1.0,0.7
Evoformer,GFM1,2.5765593,2.6586778,1.0318714,1.0162231,1.0,0.7
Evoformer,GFOD2,1.7041416,1.2295687,0.7215179,0.6175019,0.95,0.45
Evoformer,GINS1,4.485465,4.2117367,0.9389744,0.9036442,1.0,0.7
Evoformer,GINS2,3.319973,2.7223632,0.8199956,0.7445159,1.0,0.65
Evoformer,GINS4,2.976636,2.631793,0.88415015,0.8478335,1.0,0.55
Evoformer,GLB1,5.771977,5.4544377,0.94498605,0.93973774,1.0,0.7
Evoformer,GLE1,4.6694922,4.190089,0.89733297,0.8810583,1.0,0.45
Evoformer,GLRX3,2.8716922,1.8174717,0.63289225,0.5277141,1.0,0.5
Evoformer,GLRX5,1.7330208,1.1326063,0.65354455,0.5600304,0.95,0.3
Evoformer,GMPPB,3.4703076,2.695195,0.7766444,0.6574579,1.0,0.65
Evoformer,GNB1L,2.2983449,1.653859,0.71958697,0.6330967,1.0,0.55
Evoformer,GNL2,8.749113,8.626741,0.98601323,0.97651315,1.0,0.75
Evoformer,GNL3,6.8200026,6.951097,1.019222,0.99752814,1.0,0.75
Evoformer,GNL3L,5.388773,5.3484583,0.9925188,0.95590276,1.0,0.65
Evoformer,GNPAT,4.8720703,4.1468883,0.8511553,0.75811774,1.0,0.75
Evoformer,GNPNAT1,2.3276885,1.485933,0.6383728,0.6508964,1.0,0.3
Evoformer,GOLT1B,1.9700527,1.3861963,0.7036341,0.6241303,1.0,0.35
Evoformer,GPKOW,4.8463516,4.081833,0.8422486,0.85975647,0.95,0.5
Evoformer,GPN1,5.456439,4.8960123,0.89729077,0.87125915,1.0,0.6
Evoformer,GPN3,7.7960305,7.365214,0.944739,0.9323958,0.95,0.7
Evoformer,GPS1,4.2631063,4.377571,1.0268501,1.0645477,1.0,0.75
Evoformer,GPS2,2.7780879,1.9231273,0.6922485,0.62843275,1.0,0.3
Evoformer,GRPEL1,6.1698008,6.311888,1.0230294,0.98251086,1.0,0.65
Evoformer,GRSF1,2.801788,2.2013538,0.785696,0.67634463,1.0,0.55
Evoformer,GRWD1,2.1769154,1.26379,0.5805416,0.5084689,0.95,0.15
Evoformer,GSK3B,2.537263,1.6410294,0.6467715,0.58929485,0.95,0.35
Evoformer,GSPT1,7.785261,7.79336,1.0010403,0.96935195,1.0,0.7
Evoformer,GTF2A1,8.449998,7.687032,0.9097082,0.94811654,1.0,0.55
Evoformer,GTF2A2,3.7662973,2.5639536,0.6807624,0.6549417,1.0,0.5
Evoformer,GTF2E1,2.7771094,1.9471797,0.7011534,0.611854,0.95,0.4
Evoformer,GTF2E2,4.063715,3.8133893,0.9383998,0.94875634,0.95,0.55
Evoformer,GTF2F2,4.625296,4.1782627,0.9033503,0.88477296,1.0,0.7
Evoformer,GTF2H1,5.3733068,4.663208,0.86784697,0.8237332,1.0,0.55
Evoformer,GTF2H3,3.0379379,2.1108305,0.69482344,0.59212446,1.0,0.45
Evoformer,GTF2H4,2.8616805,1.9535487,0.68265784,0.61067736,0.9,0.25
Evoformer,GTF3A,3.847787,3.2957242,0.8565246,0.7818977,1.0,0.55
Evoformer,GTF3C1,2.1843448,1.4477186,0.6627702,0.6027808,1.0,0.3
Evoformer,GTF3C2,2.7012036,2.1472688,0.7949304,0.73209316,1.0,0.45
Evoformer,GTF3C6,2.353063,1.6420578,0.69783837,0.5992602,1.0,0.4
Evoformer,GTPBP4,4.3517094,4.2979236,0.9876403,0.9410842,1.0,0.8
Evoformer,GUK1,2.8037338,1.8048655,0.64373636,0.62820363,1.0,0.35
Evoformer,GYG1,2.5249965,1.8486769,0.73215026,0.64727914,1.0,0.4
Evoformer,H2AFX,2.744729,1.9577036,0.71325934,0.6649154,0.95,0.35
Evoformer,H2AFZ,3.1320133,1.8436863,0.5886585,0.65092707,0.9,0.4
Evoformer,H3F3A,3.3310173,1.9839394,0.59559566,0.61625916,1.0,0.25
Evoformer,HAMP,3.016944,1.9389815,0.6426972,0.57372105,0.9,0.35
Evoformer,HARS,8.712028,8.800368,1.0101401,0.9698095,1.0,0.7
Evoformer,HAUS8,2.4515877,1.6883101,0.6886599,0.5990761,1.0,0.65
Evoformer,HDAC3,3.400788,2.5023193,0.73580575,0.73078215,1.0,0.4
Evoformer,HDAC7,3.981686,3.271727,0.8216939,0.78377014,1.0,0.5
Evoformer,HECTD1,2.7534902,1.9213963,0.6978039,0.62213016,0.9,0.25
Evoformer,HERC1,1.9103185,1.4033661,0.73462415,0.6307957,1.0,0.6
Evoformer,HGS,7.2222333,7.260753,1.0053335,0.9576486,1.0,0.8
Evoformer,HHEX,2.5375855,1.5657934,0.61704063,0.55822325,0.95,0.2
Evoformer,HIPK1,3.5062423,2.468755,0.7041028,0.6753354,0.95,0.35
Evoformer,HIST1H2BN,3.1941757,2.225429,0.69671464,0.5651979,0.95,0.5
Evoformer,HJURP,2.4187164,1.6988549,0.7023787,0.62712604,0.95,0.3
Evoformer,HMBOX1,2.0943854,1.1944146,0.5702936,0.4949317,0.95,0.2
Evoformer,HMGA1,2.5031722,1.6612304,0.6636501,0.58812624,0.8,0.45
Evoformer,HMGB3,4.2234826,3.758509,0.88990754,0.7786823,1.0,0.8
Evoformer,HMGCS1,5.6195426,5.1274095,0.9124247,0.90173745,0.95,0.5
Evoformer,HNRNPA1,2.8290615,2.070123,0.7317349,0.6404375,0.95,0.3
Evoformer,HNRNPDL,3.3933465,2.7333672,0.80550784,0.74434716,0.95,0.45
Evoformer,HNRNPH1,2.9913836,1.8895311,0.6316579,0.5863094,0.95,0.35
Evoformer,HNRNPK,6.887448,6.535544,0.9489065,0.9024096,1.0,0.65
Evoformer,HNRNPL,2.912929,2.3209183,0.79676443,0.7276117,1.0,0.65
Evoformer,HPS5,3.7727199,2.8528972,0.7561911,0.68957764,0.95,0.5
Evoformer,HS6ST1,2.1231716,1.2884207,0.60683775,0.5168018,0.95,0.1
Evoformer,HSCB,1.1860508,0.66240394,0.55849546,0.47698146,0.95,0.35
Evoformer,HSD17B10,2.6664596,2.5103877,0.9414685,0.90050757,1.0,0.65
Evoformer,HSD17B12,1.48108,1.0636411,0.71815234,0.6100684,1.0,0.5
Evoformer,HSP90B1,3.4773586,1.9593776,0.56346726,0.64259547,1.0,0.35
Evoformer,HSPA14,2.6715024,1.8677803,0.6991498,0.59581655,1.0,0.5
Evoformer,HSPA8,3.6600842,2.8123214,0.7683762,0.75667334,0.95,0.55
Evoformer,HSPA9,12.051329,12.243127,1.0159152,1.0343231,1.0,0.55
Evoformer,HSPE1,5.9134407,5.952151,1.0065461,0.9940416,1.0,0.55
Evoformer,HUS1,2.0296252,1.1782724,0.5805369,0.49524987,0.95,0.2
Evoformer,HUWE1,3.2699564,2.6621542,0.8141253,0.7411534,1.0,0.5
Evoformer,IARS,4.9768877,4.537699,0.91175437,0.83973396,1.0,0.7
Evoformer,IARS2,6.7172365,6.683624,0.9949961,0.97476053,1.0,0.7
Evoformer,ICE1,7.245336,7.030461,0.97034293,0.94531673,1.0,0.6
Evoformer,ILF2,4.209822,3.724606,0.8847419,0.7832679,1.0,0.65
Evoformer,ILF3,3.632987,2.7823875,0.7658677,0.6835624,0.95,0.45
Evoformer,IMP4,7.0153227,6.8924546,0.9824858,0.96644384,1.0,0.8
Evoformer,IMPA2,4.16291,3.6875262,0.88580495,0.81920785,1.0,0.7
Evoformer,IMPDH2,2.6355636,2.29225,0.86973804,0.7936229,1.0,0.65
Evoformer,INF2,2.5986054,1.6280382,0.6265046,0.53470254,0.95,0.35
Evoformer,INO80,3.6904202,2.5707347,0.69659674,0.6239471,1.0,0.4
Evoformer,INO80B,2.8891265,1.9379902,0.6707876,0.5833256,0.9,0.45
Evoformer,INPPL1,3.5098233,2.8162832,0.8024003,0.7129888,0.95,0.6
Evoformer,INTS1,2.316389,1.5663866,0.6762191,0.6239635,0.95,0.15
Evoformer,INTS10,3.46178,2.4845073,0.7176965,0.640082,0.95,0.35
Evoformer,INTS11,4.3768563,4.2987375,0.98215187,0.9292714,1.0,0.85
Evoformer,INTS12,2.0722597,1.317815,0.6359314,0.5804337,1.0,0.4
Evoformer,INTS13,2.1413453,1.5512445,0.7244252,0.667458,1.0,0.35
Evoformer,INTS14,3.1023693,2.8097148,0.9056674,0.8720849,1.0,0.5
Evoformer,INTS2,7.388457,6.852298,0.9274329,0.9512503,1.0,0.45
Evoformer,INTS3,4.322625,3.8905206,0.9000365,0.8834911,1.0,0.6
Evoformer,INTS4,4.844315,4.5454307,0.93830204,0.89849377,1.0,0.55
Evoformer,INTS5,7.5061703,6.9484606,0.92569983,0.9468745,1.0,0.45
Evoformer,INTS6,5.516949,4.5261574,0.8204095,0.7621492,1.0,0.5
Evoformer,INTS7,5.61957,4.8565907,0.8642282,0.8299634,1.0,0.5
Evoformer,INTS8,7.821669,7.364786,0.9415875,0.96449053,1.0,0.65
Evoformer,INTS9,4.017051,3.7291787,0.92833734,0.9138581,1.0,0.6
Evoformer,IPO11,2.905123,2.1491752,0.739788,0.6662035,0.9,0.55
Evoformer,IPO7,3.4282675,3.197301,0.93262875,0.8194248,1.0,0.7
Evoformer,IPO9,3.7055395,2.8599677,0.77180874,0.6899306,1.0,0.35
Evoformer,ISCA2,2.8335793,2.1958108,0.77492476,0.7118844,1.0,0.55
Evoformer,ISCU,1.9659,1.3355399,0.67935294,0.61741024,0.9,0.3
Evoformer,ISG20L2,7.495657,7.546808,1.006824,0.98115337,1.0,0.75
Evoformer,IST1,2.778879,2.001914,0.7204035,0.6198059,1.0,0.4
Evoformer,ITGB1BP1,3.187123,2.0301042,0.63697076,0.56478786,1.0,0.4
Evoformer,IWS1,3.2234616,2.2365575,0.69383717,0.6466646,0.9,0.4
Evoformer,JMJD6,2.1859052,1.2794994,0.58534074,0.49941045,0.95,0.3
Evoformer,KAT7,3.1229134,2.1763535,0.69689846,0.6213008,0.95,0.45
Evoformer,KCMF1,2.847496,1.9628038,0.6893087,0.5935371,0.9,0.3
Evoformer,KDM1A,3.4349482,2.540856,0.7397072,0.6883148,1.0,0.3
Evoformer,KDM6A,2.3354812,1.5898999,0.680759,0.6360418,0.95,0.1
Evoformer,KEAP1,4.264454,3.6340947,0.8521829,0.85575306,0.95,0.5
Evoformer,KIAA0586,4.037351,3.5178404,0.8713239,0.7972413,1.0,0.7
Evoformer,KIAA1143,2.252248,1.3040029,0.57897836,0.50478315,0.95,0.35
Evoformer,KIF11,2.1134508,1.4418981,0.68224823,0.58736956,1.0,0.6
Evoformer,KIF18B,4.0873756,4.0498033,0.9908077,0.9199059,1.0,0.7
Evoformer,KIN,6.620284,6.6767764,1.0085332,0.9909425,1.0,0.8
Evoformer,KRI1,6.525739,6.391007,0.9793537,0.96434665,1.0,0.85
Evoformer,KRR1,5.8679576,5.266371,0.89747936,0.8057808,1.0,0.7
Evoformer,KTI12,2.1902657,1.6341826,0.7461116,0.62676096,1.0,0.65
Evoformer,LAMB1,4.2201705,3.5079403,0.8312319,0.76550454,1.0,0.55
Evoformer,LAMTOR1,2.0237596,1.3274108,0.6559133,0.60401547,0.95,0.45
Evoformer,LAMTOR4,3.1992168,2.2249875,0.6954788,0.5829944,1.0,0.55
Evoformer,LARS,9.263174,9.036287,0.9755066,0.96646357,1.0,0.7
Evoformer,LARS2,3.3086765,2.864189,0.86566,0.7589266,1.0,0.5
Evoformer,LAS1L,5.111237,5.2563753,1.0283959,0.9930956,1.0,0.8
Evoformer,LDB1,2.530503,1.6217413,0.64087707,0.5492394,0.95,0.3
Evoformer,LETM1,2.8998585,2.597186,0.8956251,0.7836355,1.0,0.7
Evoformer,LIMS1,2.535514,1.5659602,0.6176105,0.53662276,0.95,0.25
Evoformer,LIN52,3.025075,2.0997589,0.69411796,0.6760274,1.0,0.45
Evoformer,LONP1,4.062392,3.6894321,0.908192,0.83831704,0.95,0.6
Evoformer,LPIN1,1.7404985,0.9811424,0.56371343,0.4816787,0.9,0.35
Evoformer,LRP5,2.963779,1.503612,0.50732934,0.54609215,0.95,0.4
Evoformer,LRR1,3.0338945,2.7318983,0.90045923,0.8172416,1.0,0.65
Evoformer,LSG1,7.408053,7.671036,1.0354996,1.0123855,1.0,0.75
Evoformer,LSM10,3.1992652,2.5691426,0.80304146,0.6492576,1.0,0.45
Evoformer,LSM12,2.945759,2.4529698,0.8327123,0.81936646,1.0,0.4
Evoformer,LSM2,7.410954,7.190843,0.97029924,0.9394755,1.0,0.6
Evoformer,LSM3,5.520939,4.8550534,0.8793891,0.8248308,1.0,0.4
Evoformer,LSM4,7.879846,7.724837,0.9803284,0.9464583,1.0,0.85
Evoformer,LSM5,5.3877397,5.185266,0.96241957,0.9538451,1.0,0.7
Evoformer,LSM6,8.023715,7.9126887,0.9861627,0.9766351,1.0,0.6
Evoformer,LSM7,5.377205,5.0460844,0.9384214,0.9245997,1.0,0.6
Evoformer,LTBP3,1.9939762,1.2805407,0.6422046,0.5726689,1.0,0.4
Evoformer,LTV1,8.420017,8.19832,0.97367024,0.9675014,1.0,0.7
Evoformer,LYRM4,2.9618468,2.12879,0.71873736,0.5965959,1.0,0.55
Evoformer,MAD2L1,2.6148434,2.1656892,0.82822907,0.728291,1.0,0.65
Evoformer,MAD2L2,2.0505426,1.4993608,0.731202,0.6879808,1.0,0.45
Evoformer,MAK16,8.642721,8.444121,0.97702116,0.92884225,1.0,0.8
Evoformer,MALSU1,2.948768,2.3629117,0.8013217,0.6881838,1.0,0.5
Evoformer,MANF,1.9949783,1.2172602,0.61016214,0.52448267,1.0,0.4
Evoformer,MAP2K7,4.1087403,3.4730709,0.84528846,0.79314923,1.0,0.6
Evoformer,MARS,6.442479,6.353814,0.98623747,0.9546603,1.0,0.7
Evoformer,MASTL,2.1750283,1.3715457,0.6305875,0.5537932,0.95,0.35
Evoformer,MAT2A,1.8053442,1.105661,0.6124378,0.5430557,0.95,0.4
Evoformer,MAX,3.9113514,3.2494748,0.83078057,0.73100454,0.95,0.5
Evoformer,MBD3,3.7491572,2.6271632,0.7007343,0.6418153,1.0,0.5
Evoformer,MBIP,2.9165587,1.7689507,0.6065198,0.5254616,1.0,0.4
Evoformer,MBNL1,3.4669125,2.999634,0.8652177,0.82499826,1.0,0.6
Evoformer,MBTPS1,3.0585241,2.5615184,0.83750147,0.81552124,1.0,0.65
Evoformer,MBTPS2,2.8758636,2.3564649,0.8193938,0.75775814,1.0,0.7
Evoformer,MCL1,2.1409853,1.5391693,0.718907,0.6465965,0.95,0.45
Evoformer,MCM2,5.3536215,5.1395946,0.96002203,0.89639527,1.0,0.8
Evoformer,MCM3,3.4456925,3.2546706,0.94456214,0.9260776,1.0,0.65
Evoformer,MCM3AP,2.8702023,1.9515479,0.6799339,0.5879515,1.0,0.6
Evoformer,MCM5,3.4988186,2.8070085,0.8022732,0.73040515,0.95,0.55
Evoformer,MCM6,5.3751173,5.244143,0.9756332,0.9720988,1.0,0.75
Evoformer,MCM7,2.595793,1.8937095,0.7295303,0.6341487,1.0,0.4
Evoformer,MCMBP,3.4135768,2.9541373,0.8654082,0.8347135,1.0,0.6
Evoformer,MDN1,7.535544,7.6814523,1.0193627,0.99357533,1.0,0.7
Evoformer,MED11,4.8092294,4.7275176,0.9830094,0.9630058,1.0,0.65
Evoformer,MED14,3.5237565,3.404014,0.96601856,0.95601666,1.0,0.65
Evoformer,MED16,2.5599403,1.6067924,0.6276679,0.56542933,1.0,0.25
Evoformer,MED17,7.3975577,6.825155,0.92262274,0.89060754,1.0,0.65
Evoformer,MED19,4.42775,4.292811,0.9695242,0.96126014,1.0,0.6
Evoformer,MED20,4.384005,4.1469417,0.94592535,0.92118067,1.0,0.7
Evoformer,MED21,5.57819,5.342811,0.9578037,0.9257742,1.0,0.7
Evoformer,MED26,4.279607,3.4610364,0.8087277,0.74639446,1.0,0.45
Evoformer,MED29,6.0433197,5.6404138,0.93333036,0.8908371,1.0,0.55
Evoformer,MED30,9.014765,8.684503,0.9633643,0.95359313,1.0,0.75
Evoformer,MED4,8.257049,8.203718,0.99354124,0.9972668,1.0,0.6
Evoformer,MED6,5.6372056,5.0898447,0.90290207,0.8499938,1.0,0.6
Evoformer,MED7,7.7300544,7.565521,0.97871506,0.97295564,1.0,0.65
